Thời Gian,ID Xe,Loại Phương Tiện,Tốc Độ (km/h),Biển Số,Trạng Thái
2026-06-13 14:27:12,48,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:13,100,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:14,47,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:14,96,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:14,101,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:14,102,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:14,103,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:15,6,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:15,14,Ô tô,0,Không rõ,Bình Thường
2026-06-13 14:27:15,11,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:16,88,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:16,99,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:16,63,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:16,105,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:16,108,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:16,109,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:17,5,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:18,115,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:18,112,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:18,114,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:19,68,Xe tải,0,Không rõ,Bình Thường
2026-06-13 14:27:19,117,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:20,118,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:20,76,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:20,119,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:21,121,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:21,122,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:22,123,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:22,124,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:23,120,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:23,127,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:24,131,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:24,132,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:24,130,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:25,129,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:25,126,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:25,135,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:26,125,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:26,138,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:27,1,Ô tô,0,Không rõ,Bình Thường
2026-06-13 14:27:27,94,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:28,143,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:29,141,Xe buýt,0,Không rõ,Bình Thường
2026-06-13 14:27:29,144,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:30,142,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:30,145,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:31,146,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:31,147,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:33,151,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:33,152,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:33,150,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:34,153,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:35,107,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:35,140,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:36,155,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:36,154,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:37,156,Xe tải,0,Không rõ,Bình Thường
2026-06-13 14:27:37,157,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:38,158,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:38,159,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:39,161,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:39,162,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:39,163,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:40,164,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:40,165,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:41,166,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:41,167,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:42,168,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:42,92,Ô tô,0,Không rõ,Vượt Đèn Đỏ
2026-06-13 14:27:42,169,Ô tô,0,Không rõ,Bình Thường
2026-06-13 14:27:43,171,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:44,172,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:45,173,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:46,174,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:46,175,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:47,81,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:47,177,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:47,176,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:48,113,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:48,116,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:48,133,Ô tô,0,Không rõ,Bình Thường
2026-06-13 14:27:48,160,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:48,170,Ô tô,0,Không rõ,Bình Thường
2026-06-13 14:28:21,191,Xe tải,0,Không rõ,Bình Thường
2026-06-13 14:28:21,193,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:21,192,Xe tải,0,Không rõ,Bình Thường
2026-06-13 14:28:21,189,Xe tải,0,Không rõ,Bình Thường
2026-06-13 14:28:21,197,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:21,198,Ô tô,0,Không rõ,Bình Thường
2026-06-13 14:28:22,199,Ô tô,0,Không rõ,Bình Thường
2026-06-13 14:28:22,196,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:23,201,Ô tô,0,Không rõ,Bình Thường
2026-06-13 14:28:23,177,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:23,204,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:23,180,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:23,203,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:24,205,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:24,206,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:24,185,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:24,179,Ô tô,0,Không rõ,Bình Thường
2026-06-13 14:28:25,207,Xe tải,0,Không rõ,Bình Thường
2026-06-13 14:28:25,208,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:25,213,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:26,184,Ô tô,0,Không rõ,Bình Thường
2026-06-13 14:28:26,218,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:26,214,Ô tô,0,Không rõ,Bình Thường
2026-06-13 14:28:27,217,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:27,221,Xe tải,0,Không rõ,Bình Thường
2026-06-13 14:28:27,220,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:28,202,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:28,226,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:28,227,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:29,170,Ô tô,0,Không rõ,Bình Thường
2026-06-13 14:28:29,215,Ô tô,0,Không rõ,Bình Thường
2026-06-13 14:28:29,200,Ô tô,0,Không rõ,Bình Thường
2026-06-13 14:28:30,229,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:30,231,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:31,228,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:31,234,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:31,224,Xe tải,0,Không rõ,Bình Thường
2026-06-13 14:28:32,237,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:32,145,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:32,225,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:33,195,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:33,239,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:33,241,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:34,232,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:34,244,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:34,210,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:35,245,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:35,212,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:35,230,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:35,246,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:36,188,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:36,183,Ô tô,0,Không rõ,Bình Thường
2026-06-13 14:28:37,254,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:38,250,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:38,255,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:39,259,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:39,186,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:39,261,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:40,252,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:40,262,Xe tải,0,Không rõ,Bình Thường
2026-06-13 14:28:40,233,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:40,264,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:41,260,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:41,249,Ô tô,0,Không rõ,Bình Thường
2026-06-13 14:28:41,265,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:42,240,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:42,257,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:43,253,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:43,268,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:43,270,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:44,272,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:44,273,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:44,223,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:44,275,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:45,222,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:46,271,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:46,276,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:46,277,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:46,278,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:47,182,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:47,190,Ô tô,0,Không rõ,Bình Thường
2026-06-13 14:28:47,187,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:47,263,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:48,274,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:48,238,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:48,280,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:48,283,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:48,284,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:49,181,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:49,290,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:50,287,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:50,289,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:51,243,Xe tải,0,Không rõ,Bình Thường
2026-06-13 14:28:51,292,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:52,293,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:52,251,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:52,294,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:53,296,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:53,297,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:53,298,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:53,299,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:54,295,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:54,302,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:55,306,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:55,307,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:55,305,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:55,304,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:56,301,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:56,310,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:57,300,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:57,313,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:57,178,Ô tô,0,Không rõ,Bình Thường
2026-06-13 14:28:57,269,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:58,318,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:28:59,316,Xe buýt,0,Không rõ,Bình Thường
2026-06-13 14:29:00,319,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:29:01,317,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:29:01,320,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:29:01,321,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:29:01,322,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:29:03,326,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:29:03,327,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:29:04,325,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:29:04,328,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:29:05,282,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:29:05,315,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:29:06,330,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:29:06,329,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:29:07,331,Xe tải,0,Không rõ,Bình Thường
2026-06-13 14:29:07,332,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:29:08,333,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:29:08,334,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:29:09,336,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:29:09,337,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:29:10,338,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:29:10,339,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:29:10,340,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:29:11,341,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:29:11,342,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:29:12,343,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:29:12,267,Ô tô,0,Không rõ,Vượt Đèn Đỏ
2026-06-13 14:29:13,344,Ô tô,0,Không rõ,Bình Thường
2026-06-13 14:29:13,346,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:29:14,347,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:29:15,348,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:29:16,349,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:29:17,350,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:29:17,256,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:29:17,352,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:29:18,351,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:29:18,288,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:29:18,291,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:29:18,308,Ô tô,0,Không rõ,Bình Thường
2026-06-13 14:29:18,335,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:29:18,345,Ô tô,0,Không rõ,Bình Thường
2026-06-13 14:29:35,366,Xe tải,0,Không rõ,Bình Thường
2026-06-13 14:29:35,368,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:29:36,367,Xe tải,0,Không rõ,Bình Thường
2026-06-13 14:29:36,364,Xe tải,0,Không rõ,Bình Thường
2026-06-13 14:29:36,372,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:29:36,373,Ô tô,0,Không rõ,Bình Thường
2026-06-13 14:29:36,374,Ô tô,0,Không rõ,Bình Thường
2026-06-13 14:29:37,371,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:29:37,376,Ô tô,0,Không rõ,Bình Thường
2026-06-13 14:29:37,352,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:29:38,379,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:29:38,355,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:29:38,378,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:29:38,380,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:29:38,381,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:29:39,360,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:29:39,354,Ô tô,0,Không rõ,Bình Thường
2026-06-13 14:29:39,382,Xe tải,0,Không rõ,Bình Thường
2026-06-13 14:29:40,383,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:29:40,388,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:29:40,359,Ô tô,0,Không rõ,Bình Thường
2026-06-13 14:29:41,393,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:29:41,389,Ô tô,0,Không rõ,Bình Thường
2026-06-13 14:29:42,392,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:29:42,396,Xe tải,0,Không rõ,Bình Thường
2026-06-13 14:29:42,395,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:29:42,377,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:29:43,401,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:29:43,402,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:29:44,345,Ô tô,0,Không rõ,Bình Thường
2026-06-13 14:29:44,390,Ô tô,0,Không rõ,Bình Thường
2026-06-13 14:29:44,375,Ô tô,0,Không rõ,Bình Thường
2026-06-13 14:29:44,404,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:29:45,406,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:29:46,403,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:29:46,409,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:29:46,399,Xe tải,0,Không rõ,Bình Thường
2026-06-13 14:29:47,412,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:29:47,320,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:29:47,400,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:29:47,370,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:29:48,414,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:29:48,416,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:29:48,407,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:29:49,419,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:29:49,385,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:29:49,420,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:29:50,387,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:29:50,405,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:29:50,421,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:29:51,363,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:29:51,358,Ô tô,0,Không rõ,Bình Thường
2026-06-13 14:29:51,429,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:29:52,425,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:29:52,430,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:29:52,434,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:29:53,361,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:29:53,436,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:29:53,427,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:29:53,437,Xe tải,0,Không rõ,Bình Thường
2026-06-13 14:29:59,408,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:29:59,439,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:29:59,435,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:30:00,424,Ô tô,0,Không rõ,Bình Thường
2026-06-13 14:30:00,440,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:30:00,415,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:30:01,432,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:30:02,428,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:30:02,443,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:30:02,445,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:30:03,447,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:30:03,448,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:30:03,398,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:30:03,450,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:30:04,397,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:30:05,446,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:30:05,451,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:30:05,452,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:30:05,453,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:30:06,357,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:30:06,365,Ô tô,0,Không rõ,Bình Thường
2026-06-13 14:30:07,362,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:30:07,438,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:30:07,449,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:30:07,413,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:30:07,455,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:30:07,458,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:30:08,459,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:30:08,356,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:30:09,465,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:30:09,462,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:30:09,464,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:30:10,418,Xe tải,0,Không rõ,Bình Thường
2026-06-13 14:30:10,467,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:30:11,468,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:30:11,426,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:30:11,469,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:30:12,471,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:30:12,472,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:30:12,473,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:30:13,474,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:30:13,470,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:30:13,477,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:30:14,481,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:30:14,482,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:30:14,480,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:30:15,479,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:30:15,476,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:30:15,485,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:30:16,475,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:30:16,488,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:30:16,353,Ô tô,0,Không rõ,Bình Thường
2026-06-13 14:30:17,444,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:30:18,493,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:30:18,491,Xe buýt,0,Không rõ,Bình Thường
2026-06-13 14:30:19,494,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:30:20,492,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:30:20,495,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:30:20,496,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:30:21,497,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:30:23,501,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:30:23,502,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:30:23,500,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:30:24,503,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:30:25,457,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:30:25,490,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:30:26,505,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:30:26,504,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:30:27,506,Xe tải,0,Không rõ,Bình Thường
2026-06-13 14:30:27,507,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:30:28,508,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:30:28,509,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:30:29,511,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:30:30,512,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:30:30,513,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:30:30,514,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:30:31,515,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:30:31,516,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:30:31,517,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:30:32,518,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:30:33,442,Ô tô,0,Không rõ,Bình Thường
2026-06-13 14:30:33,519,Ô tô,0,Không rõ,Bình Thường
2026-06-13 14:30:34,521,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:30:35,522,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:30:35,523,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:30:36,524,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:30:37,525,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:30:37,431,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:30:38,527,Xe máy,0,Không rõ,Bình Thường
