Thời Gian,ID Xe,Loại Phương Tiện,Tốc Độ (km/h),Biển Số,Trạng Thái
2026-06-13 13:56:39,212,Xe tải,0,Không rõ,Bình Thường
2026-06-13 13:56:40,168,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:56:40,217,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:56:41,173,Ô tô,0,Không rõ,Bình Thường
2026-06-13 13:56:41,222,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:56:41,218,Ô tô,0,Không rõ,Bình Thường
2026-06-13 13:56:42,221,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:56:42,225,Xe tải,0,Không rõ,Bình Thường
2026-06-13 13:56:43,224,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:56:43,208,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:56:44,230,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:56:44,231,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:56:44,182,Ô tô,0,Không rõ,Bình Thường
2026-06-13 13:56:45,219,Ô tô,0,Không rõ,Bình Thường
2026-06-13 13:56:46,233,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:56:47,235,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:56:47,232,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:56:48,238,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:56:48,228,Xe tải,0,Không rõ,Bình Thường
2026-06-13 13:56:49,239,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:56:49,197,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:56:49,229,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:56:50,205,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:56:50,242,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:56:51,236,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:56:51,245,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:56:52,214,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:56:52,246,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:56:52,216,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:56:52,234,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:56:53,247,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:56:53,203,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:56:54,172,Ô tô,0,Không rõ,Bình Thường
2026-06-13 13:56:54,255,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:56:54,251,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:56:55,256,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:56:55,260,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:56:55,175,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:56:56,262,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:56:56,253,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:56:56,263,Xe tải,0,Không rõ,Bình Thường
2026-06-13 13:56:57,237,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:56:57,265,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:56:57,261,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:56:58,250,Ô tô,0,Không rõ,Bình Thường
2026-06-13 13:56:58,266,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:56:59,241,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:56:59,258,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:57:00,254,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:57:00,269,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:57:00,271,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:57:01,273,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:57:01,274,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:57:02,227,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:57:02,276,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:57:03,226,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:57:03,272,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:57:04,277,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:57:04,278,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:57:04,279,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:57:04,200,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:57:05,179,Ô tô,0,Không rõ,Bình Thường
2026-06-13 13:57:05,202,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:57:06,264,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:57:06,275,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:57:06,240,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:57:06,281,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:57:06,284,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:57:07,285,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:57:07,199,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:57:08,291,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:57:08,288,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:57:09,290,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:57:09,244,Xe tải,0,Không rõ,Bình Thường
2026-06-13 13:57:10,293,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:57:10,294,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:57:11,252,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:57:11,295,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:57:12,297,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:57:12,298,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:57:12,299,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:57:12,300,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:57:13,296,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:57:13,303,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:57:14,307,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:57:14,308,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:57:14,306,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:57:15,305,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:57:15,302,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:57:15,311,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:57:16,301,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:57:17,314,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:57:17,166,Ô tô,0,Không rõ,Bình Thường
2026-06-13 13:57:17,270,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:57:21,319,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:57:23,317,Xe buýt,0,Không rõ,Bình Thường
2026-06-13 13:57:24,320,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:57:25,318,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:57:25,321,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:57:25,322,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:57:26,323,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:57:27,327,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:57:28,328,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:57:28,326,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:57:28,329,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:57:30,283,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:57:30,316,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:57:30,331,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:57:31,330,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:57:31,332,Xe tải,0,Không rõ,Bình Thường
2026-06-13 13:57:32,333,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:57:33,334,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:57:33,335,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:57:34,337,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:57:34,338,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:57:35,339,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:57:35,340,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:57:36,341,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:57:36,342,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:57:36,343,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:57:37,344,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:57:38,268,Ô tô,0,Không rõ,Bình Thường
2026-06-13 13:57:38,345,Ô tô,0,Không rõ,Bình Thường
2026-06-13 13:57:39,347,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:57:40,348,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:57:41,349,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:57:42,350,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:57:43,351,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:57:43,257,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:57:43,353,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:57:44,352,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:57:44,289,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:57:44,292,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:57:44,309,Ô tô,0,Không rõ,Bình Thường
2026-06-13 13:57:45,336,Xe máy,0,Không rõ,Bình Thường
2026-06-13 13:57:45,346,Ô tô,0,Không rõ,Bình Thường
2026-06-13 14:00:53,19,Ô tô,0,Không rõ,Bình Thường
2026-06-13 14:00:55,15,Xe tải,0,Không rõ,Bình Thường
2026-06-13 14:00:55,18,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:00:55,16,Xe tải,0,Không rõ,Bình Thường
2026-06-13 14:00:56,13,Xe tải,0,Không rõ,Bình Thường
2026-06-13 14:00:56,22,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:00:56,23,Ô tô,0,Không rõ,Bình Thường
2026-06-13 14:00:56,24,Ô tô,0,Không rõ,Bình Thường
2026-06-13 14:00:57,21,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:00:57,25,Ô tô,0,Không rõ,Bình Thường
2026-06-13 14:00:58,28,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:00:58,29,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:00:58,4,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:00:58,27,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:00:59,30,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:00:59,31,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:00:59,9,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:01:00,2,Ô tô,0,Không rõ,Bình Thường
2026-06-13 14:01:00,32,Xe tải,0,Không rõ,Bình Thường
2026-06-13 14:01:00,33,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:01:00,38,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:01:01,8,Ô tô,0,Không rõ,Bình Thường
2026-06-13 14:01:01,43,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:01:02,39,Ô tô,0,Không rõ,Bình Thường
2026-06-13 14:14:53,19,Ô tô,0,Không rõ,Bình Thường
2026-06-13 14:14:54,15,Xe tải,0,Không rõ,Bình Thường
2026-06-13 14:14:54,18,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:14:55,16,Xe tải,0,Không rõ,Bình Thường
2026-06-13 14:14:55,13,Xe tải,0,Không rõ,Bình Thường
2026-06-13 14:14:55,22,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:14:55,23,Ô tô,0,Không rõ,Bình Thường
2026-06-13 14:14:55,24,Ô tô,0,Không rõ,Bình Thường
2026-06-13 14:14:56,21,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:14:56,25,Ô tô,0,Không rõ,Bình Thường
2026-06-13 14:14:57,28,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:14:57,29,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:14:57,4,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:14:57,27,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:14:57,30,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:14:58,31,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:14:58,9,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:14:58,2,Ô tô,0,Không rõ,Bình Thường
2026-06-13 14:14:58,32,Xe tải,0,Không rõ,Bình Thường
2026-06-13 14:14:59,33,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:14:59,38,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:14:59,8,Ô tô,0,Không rõ,Bình Thường
2026-06-13 14:15:00,43,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:00,39,Ô tô,0,Không rõ,Bình Thường
2026-06-13 14:15:01,42,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:01,46,Xe tải,0,Không rõ,Bình Thường
2026-06-13 14:15:01,45,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:01,26,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:02,51,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:02,52,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:02,17,Ô tô,0,Không rõ,Bình Thường
2026-06-13 14:15:03,40,Ô tô,0,Không rõ,Bình Thường
2026-06-13 14:15:03,54,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:03,56,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:04,53,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:05,59,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:05,49,Xe tải,0,Không rõ,Bình Thường
2026-06-13 14:15:05,62,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:05,3,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:06,50,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:06,20,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:06,64,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:06,66,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:07,57,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:07,69,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:08,35,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:08,70,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:08,37,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:09,55,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:09,71,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:09,12,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:09,7,Ô tô,0,Không rõ,Bình Thường
2026-06-13 14:15:10,79,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:10,75,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:11,80,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:11,84,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:11,10,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:11,86,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:12,77,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:12,87,Xe tải,0,Không rõ,Bình Thường
2026-06-13 14:15:12,58,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:12,89,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:13,85,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:13,74,Ô tô,0,Không rõ,Bình Thường
2026-06-13 14:15:13,90,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:14,65,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:14,82,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:15,78,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:15,93,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:15,95,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:16,97,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:16,98,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:16,48,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:16,100,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:17,47,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:17,96,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:18,101,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:18,102,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:18,103,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:19,6,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:19,14,Ô tô,0,Không rõ,Bình Thường
2026-06-13 14:15:19,11,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:19,88,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:20,99,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:20,63,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:20,105,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:20,108,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:20,109,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:21,5,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:22,115,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:22,112,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:22,114,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:23,68,Xe tải,0,Không rõ,Bình Thường
2026-06-13 14:15:23,117,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:24,118,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:24,76,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:24,119,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:25,121,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:25,122,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:25,123,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:25,124,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:26,120,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:26,127,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:27,131,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:27,132,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:27,130,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:27,129,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:28,126,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:28,135,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:29,125,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:29,138,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:29,1,Ô tô,0,Không rõ,Bình Thường
2026-06-13 14:15:29,94,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:30,143,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:31,141,Xe buýt,0,Không rõ,Bình Thường
2026-06-13 14:15:32,144,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:33,142,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:33,145,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:33,146,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:33,147,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:35,151,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:35,152,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:36,150,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:36,153,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:37,107,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:37,140,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:38,155,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:38,154,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:39,156,Xe tải,0,Không rõ,Bình Thường
2026-06-13 14:15:39,157,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:40,158,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:40,159,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:41,161,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:41,162,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:42,163,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:42,164,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:42,165,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:43,166,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:43,167,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:44,168,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:44,92,Ô tô,0,Không rõ,Bình Thường
2026-06-13 14:15:44,169,Ô tô,0,Không rõ,Bình Thường
2026-06-13 14:15:45,171,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:46,172,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:46,173,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:48,174,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:48,175,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:48,81,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:49,177,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:49,176,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:49,113,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:49,116,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:50,133,Ô tô,0,Không rõ,Bình Thường
2026-06-13 14:15:50,160,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:15:50,170,Ô tô,0,Không rõ,Bình Thường
2026-06-13 14:26:49,19,Ô tô,0,Không rõ,Bình Thường
2026-06-13 14:26:50,15,Xe tải,0,Không rõ,Bình Thường
2026-06-13 14:26:50,18,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:26:51,16,Xe tải,0,Không rõ,Bình Thường
2026-06-13 14:26:51,13,Xe tải,0,Không rõ,Bình Thường
2026-06-13 14:26:51,22,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:26:51,23,Ô tô,0,Không rõ,Bình Thường
2026-06-13 14:26:51,24,Ô tô,0,Không rõ,Bình Thường
2026-06-13 14:26:52,21,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:26:52,25,Ô tô,0,Không rõ,Bình Thường
2026-06-13 14:26:52,28,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:26:53,29,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:26:53,4,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:26:53,27,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:26:53,30,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:26:53,31,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:26:54,9,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:26:54,2,Ô tô,0,Không rõ,Bình Thường
2026-06-13 14:26:54,32,Xe tải,0,Không rõ,Bình Thường
2026-06-13 14:26:55,33,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:26:55,38,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:26:56,8,Ô tô,0,Không rõ,Bình Thường
2026-06-13 14:26:56,43,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:26:56,39,Ô tô,0,Không rõ,Bình Thường
2026-06-13 14:26:57,42,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:26:57,46,Xe tải,0,Không rõ,Bình Thường
2026-06-13 14:26:57,45,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:26:57,26,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:26:58,51,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:26:58,52,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:26:59,17,Ô tô,0,Không rõ,Bình Thường
2026-06-13 14:26:59,40,Ô tô,0,Không rõ,Bình Thường
2026-06-13 14:26:59,54,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:26:59,56,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:00,53,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:01,59,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:01,49,Xe tải,0,Không rõ,Bình Thường
2026-06-13 14:27:01,62,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:02,3,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:02,50,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:02,20,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:02,64,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:02,66,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:03,57,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:03,69,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:04,35,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:04,70,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:04,37,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:05,55,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:05,71,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:05,12,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:05,7,Ô tô,0,Không rõ,Bình Thường
2026-06-13 14:27:06,79,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:06,75,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:06,80,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:07,84,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:07,10,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:07,86,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:08,77,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:08,87,Xe tải,0,Không rõ,Bình Thường
2026-06-13 14:27:08,58,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:08,89,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:09,85,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:09,74,Ô tô,0,Không rõ,Bình Thường
2026-06-13 14:27:09,90,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:10,65,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:10,82,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:11,78,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:11,93,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:11,95,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:12,97,Xe máy,0,Không rõ,Bình Thường
2026-06-13 14:27:12,98,Xe máy,0,Không rõ,Bình Thường
